D_0,E_K,E_V,f_CA_bf,f_CA_mz,f_CD,f_CE,f_CM,f_ep,f_gr_ref,f_mr,K_D_ref,K_U_ref,psi_Rth,r_ed_ref,r_md_ref,V_D_ref,V_U_ref
0.357942379,54.32761476,87.92725513,0.964790921,0.963940644,0.001015058,0.029466103,0.000395815,0.202552681,0.794652896,0.8925591,493949.3826,10.00533143,19530.08409,0.001075836,0.000979795,19.42268777,19.76595198
