D_0,E_K,E_V,f_CA_b,f_CA_bf,f_CA_m,f_CA_mz,f_CD,f_CE,f_CM,f_ep,f_gr_ref,f_mr,K_D_ref,K_U_ref,psi_Rth,r_ed_ref,r_md_ref,V_D_ref,V_U_ref
0.36,50,90,0.96,0.035542751,0.96,0.355302564,0.001,5.00E-05,0.005,0.2,0.8,0.9,5.00E+05,10,16949.86108,0.001,0.001,19.5,19.5
