f_CA_bf,f_CA_mz,f_CD,f_CEm,f_CEw,r_ed_ref,V_D_ref,K_D_ref,E_V,E_K,f_gr_ref,f_de,psi_Rth,D_0
0.035542751,0.355302564,0.004951174,0.000198584,0.004768545,0.000241651,0.302699876,73711.90673,98.19576563,35.18222374,0.533197269,0.002019034,16949.86108,5.251030732
