sample,site,moist_grav,temp,preinc_start,preinc_end,inc_start,inc_end,CO2,C13,flask_vol,dry_soil
26,bare_fallow,17,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,14/06/11 00:00,3266,-27.23,500,90
26,bare_fallow,17,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,15/07/11 00:00,11553.5,-27.9,500,90
26,bare_fallow,17,20,15/07/11 00:00,15/07/11 00:00,15/07/11 00:00,22/07/11 16:00,5919,-27.9,500,90
26,bare_fallow,17,35,22/07/11 16:00,23/07/11 20:29,23/07/11 20:29,24/07/11 16:06,1870.5,-26.65,500,90
26,bare_fallow,17,5,24/07/11 16:06,02/08/11 00:00,02/08/11 00:00,14/10/11 12:31,6199.21,-24.57,500,90
26,bare_fallow,17,35,14/10/11 12:31,17/10/11 11:00,17/10/11 11:00,18/10/11 19:25,2164.55,-24.53,500,90
26,bare_fallow,17,35,18/10/11 19:25,18/10/11 00:00,18/10/11 00:00,25/10/11 11:16,6833.52,-26.16,500,90
26,bare_fallow,17,20,25/10/11 11:16,10/11/11 00:00,10/11/11 00:00,17/11/11 14:31,2816.55,-24.6,500,90
27,bare_fallow,17,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,237.5,-25.32,500,90
27,bare_fallow,17,5,19/05/11 00:00,24/05/11 00:00,24/05/11 00:00,14/06/11 00:00,2961.5,-27.74,500,90
27,bare_fallow,17,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,15/07/11 00:00,14427.5,-28.12,500,90
27,bare_fallow,17,20,15/07/11 00:00,15/07/11 00:00,15/07/11 00:00,22/07/11 16:00,8935,-28.18,500,90
27,bare_fallow,17,35,22/07/11 16:00,23/07/11 20:25,23/07/11 20:25,24/07/11 15:58,3565.5,-27.8,500,90
27,bare_fallow,17,5,24/07/11 15:58,02/08/11 00:00,02/08/11 00:00,14/10/11 13:21,6025.46,-26.12,500,90
27,bare_fallow,17,35,14/10/11 13:21,17/10/11 11:00,17/10/11 11:00,18/10/11 19:02,6534.98,-26.8,500,90
27,bare_fallow,17,35,18/10/11 19:02,18/10/11 00:00,18/10/11 00:00,25/10/11 14:20,25633.51,-26.86,500,90
27,bare_fallow,17,20,25/10/11 14:20,10/11/11 00:00,10/11/11 00:00,17/11/11 15:32,3470.97,-25.64,500,90
28,bare_fallow,19,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,393.67,-28.46,500,90
28,bare_fallow,19,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,846,-29.29,500,90
28,bare_fallow,19,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,15/07/11 00:00,8520,-28.5,500,90
28,bare_fallow,19,20,15/07/11 00:00,15/07/11 00:00,15/07/11 00:00,22/07/11 16:00,4604,-28.3,500,90
28,bare_fallow,19,35,22/07/11 16:00,23/07/11 20:25,23/07/11 20:25,24/07/11 15:40,2076,-27.92,500,90
28,bare_fallow,19,5,24/07/11 15:40,02/08/11 00:00,02/08/11 00:00,11/10/11 19:18,4220.21,-26.2,500,90
28,bare_fallow,19,35,11/10/11 19:18,17/10/11 11:00,17/10/11 11:00,18/10/11 18:51,3798.58,-26.86,500,90
28,bare_fallow,19,35,18/10/11 18:51,18/10/11 00:00,18/10/11 00:00,25/10/11 14:42,17972.39,-27.14,500,90
28,bare_fallow,19,20,25/10/11 14:42,10/11/11 00:00,10/11/11 00:00,17/11/11 16:17,4339.44,-26.31,500,90
29,bare_fallow,19,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,429.5,-26.95,500,90
29,bare_fallow,19,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,782.88,-29.17,500,90
29,bare_fallow,19,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,1769.5,-28.73,500,90
29,bare_fallow,19,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,15/07/11 00:00,6079.5,-27.44,500,90
29,bare_fallow,19,20,15/07/11 00:00,15/07/11 00:00,15/07/11 00:00,22/07/11 16:00,3256,-27.39,500,90
29,bare_fallow,19,35,22/07/11 16:00,23/07/11 20:20,23/07/11 20:20,24/07/11 15:28,1124,-26.49,500,90
29,bare_fallow,19,5,24/07/11 15:28,02/08/11 00:00,02/08/11 00:00,14/10/11 11:59,5018.72,-26.37,500,90
29,bare_fallow,19,35,14/10/11 11:59,17/10/11 11:00,17/10/11 11:00,18/10/11 17:14,1483.98,-24.97,500,90
29,bare_fallow,19,35,18/10/11 17:14,18/10/11 00:00,18/10/11 00:00,25/10/11 14:02,2498.57,-26.54,500,90
29,bare_fallow,19,20,25/10/11 14:02,10/11/11 00:00,10/11/11 00:00,17/11/11 14:54,1416.14,-23.14,500,90
30,bare_fallow,19,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,566,-26.94,500,90
30,bare_fallow,19,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,497.18,-27.84,500,90
30,bare_fallow,19,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,2087.5,-28.94,500,90
30,bare_fallow,19,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,15/07/11 00:00,7352.5,-27.76,500,90
30,bare_fallow,19,20,15/07/11 00:00,15/07/11 00:00,15/07/11 00:00,22/07/11 16:00,3901.5,-27.43,500,90
30,bare_fallow,19,35,22/07/11 16:00,23/07/11 20:25,23/07/11 20:25,24/07/11 15:35,1360,-26.11,500,90
30,bare_fallow,19,5,24/07/11 15:35,02/08/11 00:00,02/08/11 00:00,14/10/11 12:08,4577.44,-26.36,500,90
30,bare_fallow,19,35,14/10/11 12:08,17/10/11 11:00,17/10/11 11:00,18/10/11 17:59,1696.48,-24.55,500,90
30,bare_fallow,19,35,18/10/11 17:59,18/10/11 00:00,18/10/11 00:00,25/10/11 14:11,5747.42,-25.4,500,90
30,bare_fallow,19,20,25/10/11 14:11,10/11/11 00:00,10/11/11 00:00,17/11/11 14:43,2691.88,-25.55,500,90
31,bare_fallow,21,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,645.89,-26.59,500,90
31,bare_fallow,21,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,1211,-28.07,500,90
31,bare_fallow,21,20,03/06/11 00:00,03/06/11 00:00,03/06/11 00:00,14/06/11 00:00,2848,-28.56,500,90
31,bare_fallow,21,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,15/07/11 15:00,6251,-28.73,500,90
31,bare_fallow,21,20,15/07/11 15:00,15/07/11 15:00,15/07/11 15:00,21/07/11 18:00,3301,-27.92,500,90
31,bare_fallow,21,20,21/07/11 18:00,21/07/11 18:00,21/07/11 18:00,22/07/11 16:00,717,,500,90
31,bare_fallow,21,35,22/07/11 16:00,23/07/11 20:20,23/07/11 20:20,24/07/11 15:10,1542,-27.39,500,90
31,bare_fallow,21,5,24/07/11 15:10,02/08/11 00:00,02/08/11 00:00,11/10/11 18:52,3966.61,-25.93,500,90
31,bare_fallow,21,35,11/10/11 18:52,17/10/11 11:00,17/10/11 11:00,18/10/11 16:27,2881.04,-25,500,90
31,bare_fallow,21,35,18/10/11 16:27,18/10/11 00:00,18/10/11 00:00,25/10/11 15:17,6586.29,-25.27,500,90
31,bare_fallow,21,20,25/10/11 15:17,10/11/11 00:00,10/11/11 00:00,17/11/11 14:03,3910.98,-26.36,500,90
32,bare_fallow,21,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,568.5,-28.64,500,90
32,bare_fallow,21,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,1111.08,,500,90
32,bare_fallow,21,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,2641.5,-29.93,500,90
32,bare_fallow,21,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,15/07/11 15:00,7646,-27.29,500,90
32,bare_fallow,21,20,15/07/11 15:00,15/07/11 15:00,15/07/11 15:00,21/07/11 18:00,3957.5,-27.5,500,90
32,bare_fallow,21,20,21/07/11 18:00,21/07/11 18:00,21/07/11 18:00,22/07/11 16:00,760.5,,500,90
32,bare_fallow,21,35,22/07/11 16:00,23/07/11 20:20,23/07/11 20:20,24/07/11 15:23,1198.5,-27.36,500,90
32,bare_fallow,21,5,24/07/11 15:23,02/08/11 00:00,02/08/11 00:00,11/10/11 18:36,6611.31,-26.02,500,90
32,bare_fallow,21,35,11/10/11 18:36,17/10/11 11:00,17/10/11 11:00,18/10/11 18:19,4320.76,-24.97,500,90
32,bare_fallow,21,35,18/10/11 18:19,18/10/11 00:00,18/10/11 00:00,25/10/11 15:28,6566.94,-23.01,500,90
32,bare_fallow,21,20,25/10/11 15:28,10/11/11 00:00,10/11/11 00:00,17/11/11 13:28,3890.09,-25.69,500,90
33,bare_fallow,21,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,514.5,-29.65,500,90
33,bare_fallow,21,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,1226.06,-30.78,500,90
33,bare_fallow,21,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,2560.5,-29.71,500,90
33,bare_fallow,21,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,15/07/11 15:00,16106,-26.65,500,90
33,bare_fallow,21,20,15/07/11 15:00,15/07/11 15:00,15/07/11 15:00,21/07/11 18:00,7253,-25.79,500,90
33,bare_fallow,21,20,21/07/11 18:00,21/07/11 18:00,21/07/11 18:00,22/07/11 16:00,1259.5,-26.46,500,90
33,bare_fallow,21,35,22/07/11 16:00,23/07/11 20:20,23/07/11 20:20,24/07/11 15:15,2418,-25.74,500,90
33,bare_fallow,21,5,24/07/11 15:15,02/08/11 00:00,02/08/11 00:00,11/10/11 18:30,7768.36,-24.81,500,90
33,bare_fallow,21,35,11/10/11 18:30,17/10/11 11:00,17/10/11 11:00,18/10/11 16:39,5656.11,-24.05,500,90
33,bare_fallow,21,35,18/10/11 16:39,18/10/11 00:00,18/10/11 00:00,25/10/11 15:37,11540.65,-24.17,500,90
33,bare_fallow,21,20,25/10/11 15:37,10/11/11 00:00,10/11/11 00:00,17/11/11 13:47,6766.2,-25.53,500,90
34,maize,1,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,14/06/11 00:00,,,125,170
34,maize,1,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,1637,-21.77,125,170
34,maize,1,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,25/07/11 00:00,2129,-26.36,125,170
34,maize,1,35,25/07/11 00:00,26/07/11 15:00,26/07/11 15:00,29/07/11 14:00,2576.5,-24.01,125,170
34,maize,1,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,14/10/11 20:57,1172.01,,125,170
34,maize,1,35,14/10/11 20:57,19/10/11 20:51,19/10/11 20:51,16/11/11 00:00,11961.2,-26.58,125,170
35,maize,1,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,14/06/11 00:00,,,125,170
35,maize,1,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,1587.5,-23.19,125,170
35,maize,1,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,25/07/11 00:00,2256,-26.69,125,170
35,maize,1,35,25/07/11 00:00,26/07/11 15:00,26/07/11 15:00,29/07/11 14:00,2988,-24.18,125,170
35,maize,1,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,14/10/11 21:03,966.5,,125,170
35,maize,1,35,14/10/11 21:03,19/10/11 20:51,19/10/11 20:51,16/11/11 00:00,12102.02,-26.59,125,170
36,maize,1,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,14/06/11 00:00,,,125,170
36,maize,1,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,1594,-20.53,125,170
36,maize,1,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,25/07/11 00:00,1913.5,-25.49,125,170
36,maize,1,35,25/07/11 00:00,26/07/11 15:00,26/07/11 15:00,29/07/11 14:00,2512,-23.45,125,170
36,maize,1,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,14/10/11 20:51,845.6,,125,170
36,maize,1,35,14/10/11 20:51,19/10/11 20:51,19/10/11 20:51,16/11/11 00:00,13550.03,-26.57,125,170
37,maize,3,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,23/06/11 00:00,448.5,-26.18,500,90
37,maize,3,20,23/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,315.5,-24.72,500,90
37,maize,3,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 20:50,781,,500,90
37,maize,3,20,19/07/11 20:50,19/07/11 20:50,19/07/11 20:50,22/07/11 20:05,243,,500,90
37,maize,3,35,22/07/11 20:05,25/07/11 20:20,25/07/11 20:20,27/07/11 15:00,613,,500,90
37,maize,3,5,27/07/11 15:00,02/08/11 00:00,02/08/11 00:00,11/10/11 18:22,628.54,,500,90
37,maize,3,20,11/10/11 18:22,11/10/11 00:00,11/10/11 00:00,17/11/11 00:00,1583.98,-24.97,500,90
38,maize,6.3,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,23/06/11 00:00,2103.5,-21.67,500,90
38,maize,6.3,20,23/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,2490,-26.39,500,90
38,maize,6.3,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 20:50,12646,,500,90
38,maize,6.3,20,19/07/11 20:50,19/07/11 20:50,19/07/11 20:50,22/07/11 20:05,17471,-28.97,500,90
38,maize,6.3,35,22/07/11 20:05,25/07/11 20:20,25/07/11 20:20,27/07/11 15:00,7636,-24.67,500,90
38,maize,6.3,5,27/07/11 15:00,02/08/11 00:00,02/08/11 00:00,11/10/11 17:58,8008.03,-23.75,500,90
38,maize,6.3,20,11/10/11 17:58,11/10/11 00:00,11/10/11 00:00,17/11/11 00:00,51149.62,-26.75,500,90
39,maize,6.5,5,03/05/11 00:00,24/05/11 00:00,24/05/11 00:00,23/06/11 00:00,1881,-21.62,500,90
39,maize,6.5,20,23/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,1648.5,-24.17,500,90
39,maize,6.5,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 20:50,7894.5,,500,90
39,maize,6.5,20,19/07/11 20:50,19/07/11 20:50,19/07/11 20:50,22/07/11 20:05,11017,-27.65,500,90
39,maize,6.5,35,22/07/11 20:05,25/07/11 20:20,25/07/11 20:20,27/07/11 15:00,4878.5,-23.2,500,90
39,maize,6.5,5,27/07/11 15:00,02/08/11 00:00,02/08/11 00:00,11/10/11 18:13,5247.83,-22.78,500,90
39,maize,6.5,20,11/10/11 18:13,11/10/11 00:00,11/10/11 00:00,17/11/11 00:00,56017.55,-27.16,500,90
40,maize,7,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,324.6,,500,90
40,maize,7,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,379.73,-20.34,500,90
40,maize,7,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,14/06/11 00:00,1726,-19.47,500,90
40,maize,7,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,3540,-25.19,500,90
40,maize,7,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 20:50,11124,-27.58,500,90
40,maize,7,20,19/07/11 20:50,19/07/11 20:50,19/07/11 20:50,22/07/11 22:05,3825,-27.22,500,90
40,maize,7,35,22/07/11 22:05,25/07/11 20:20,25/07/11 20:20,27/07/11 12:25,7343,-22.53,500,90
40,maize,7,5,27/07/11 12:25,02/08/11 00:00,02/08/11 00:00,11/10/11 17:19,8149.71,-19.79,500,90
40,maize,7,20,11/10/11 17:19,17/10/11 11:30,17/10/11 11:30,02/11/11 18:07,22913.49,-24.95,500,90
40,maize,7,35,02/11/11 18:07,10/11/11 00:00,10/11/11 00:00,16/11/11 18:15,31809,-25.06,500,90
41,maize,7,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,307,,500,90
41,maize,7,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,364.99,-20.51,500,90
41,maize,7,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,14/06/11 00:00,1592,-20.07,500,90
41,maize,7,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,3194,-24.83,500,90
41,maize,7,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 20:50,10127,-26.63,500,90
41,maize,7,20,19/07/11 20:50,19/07/11 20:50,19/07/11 20:50,25/07/11 20:20,13722,-27.4,500,90
41,maize,7,35,25/07/11 20:20,25/07/11 20:20,25/07/11 20:20,27/07/11 12:25,6287.5,-20.76,500,90
41,maize,7,5,27/07/11 12:25,02/08/11 00:00,02/08/11 00:00,11/10/11 17:29,7898.8,-19.74,500,90
41,maize,7,20,11/10/11 17:29,17/10/11 11:30,17/10/11 11:30,02/11/11 18:14,14993.42,-23.22,500,90
41,maize,7,35,02/11/11 18:14,10/11/11 00:00,10/11/11 00:00,16/11/11 18:23,24968.07,-24.63,500,90
42,maize,7,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,396.43,-22.17,500,90
42,maize,7,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,14/06/11 00:00,1525,-21.23,500,90
42,maize,7,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,2144.5,-23.36,500,90
42,maize,7,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 20:50,6077.5,-25.21,500,90
42,maize,7,20,19/07/11 20:50,19/07/11 20:50,19/07/11 20:50,22/07/11 20:05,1782,-25.17,500,90
42,maize,7,35,22/07/11 20:05,25/07/11 20:20,25/07/11 20:20,27/07/11 12:25,4906,-22.02,500,90
42,maize,7,5,27/07/11 12:25,02/08/11 00:00,02/08/11 00:00,11/10/11 17:46,5149.13,-20.07,500,90
42,maize,7,20,11/10/11 17:46,17/10/11 11:30,17/10/11 11:30,02/11/11 18:19,15681.32,-24.12,500,90
42,maize,7,35,02/11/11 18:19,10/11/11 00:00,10/11/11 00:00,16/11/11 18:34,29182.46,-23.59,500,90
43,maize,9,5,05/05/11 00:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,392,,500,90
43,maize,9,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,417.45,-19.44,500,90
43,maize,9,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,14/06/11 00:00,1848.5,-19.27,500,90
43,maize,9,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,2602,-21.66,500,90
43,maize,9,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 20:50,7178.5,-24.05,500,90
43,maize,9,20,19/07/11 20:50,19/07/11 20:50,19/07/11 20:50,22/07/11 21:05,2104,-24.08,500,90
43,maize,9,35,22/07/11 21:05,25/07/11 20:20,25/07/11 20:20,27/07/11 14:00,5303,-20.19,500,90
43,maize,9,5,27/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 16:41,4948.05,-18.86,500,90
43,maize,9,20,11/10/11 16:41,17/10/11 11:30,17/10/11 11:30,02/11/11 17:31,12149.19,-23.94,500,90
43,maize,9,35,02/11/11 17:31,10/11/11 00:00,10/11/11 00:00,16/11/11 17:42,27473.22,-24.01,500,90
44,maize,9,5,05/05/11 00:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,512,,500,90
44,maize,9,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,589.36,-16.42,500,90
44,maize,9,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,14/06/11 00:00,1273.5,-17.83,500,90
44,maize,9,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,5859,-27.33,500,90
44,maize,9,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 20:50,16893,-27.35,500,90
44,maize,9,20,19/07/11 20:50,19/07/11 20:50,19/07/11 20:50,22/07/11 21:05,6052,-27.84,500,90
44,maize,9,35,22/07/11 21:05,25/07/11 20:20,25/07/11 20:20,27/07/11 12:25,10348.5,-24,500,90
44,maize,9,5,27/07/11 12:25,02/08/11 00:00,02/08/11 00:00,11/10/11 17:03,5357.12,-20.1,500,90
44,maize,9,20,11/10/11 17:03,17/10/11 11:30,17/10/11 11:30,02/11/11 17:36,15568.1,-25.87,500,90
44,maize,9,35,02/11/11 17:36,10/11/11 00:00,10/11/11 00:00,16/11/11 17:53,40670.21,-25.54,500,90
45,maize,9,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,544.76,-19.73,500,90
45,maize,9,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,14/06/11 00:00,2217,-19.17,500,90
45,maize,9,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,3755.5,-24.77,500,90
45,maize,9,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 20:50,7849.5,-25.53,500,90
45,maize,9,20,19/07/11 20:50,19/07/11 20:50,19/07/11 20:50,22/07/11 21:05,2187,-25.25,500,90
45,maize,9,35,22/07/11 21:05,25/07/11 20:20,25/07/11 20:20,27/07/11 14:00,5094,-21.53,500,90
45,maize,9,5,27/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 17:10,4531.23,-19.52,500,90
45,maize,9,20,11/10/11 17:10,17/10/11 11:30,17/10/11 11:30,02/11/11 17:53,33966.26,-24.11,500,90
45,maize,9,35,02/11/11 17:53,10/11/11 00:00,10/11/11 00:00,16/11/11 18:01,25379.52,-24.51,500,90
46,maize,11,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,490,-19.56,500,90
46,maize,11,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,474.01,-20.6,500,90
46,maize,11,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,14/06/11 00:00,3882.5,-24.28,500,90
46,maize,11,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,6491,-25.54,500,90
46,maize,11,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 19:00,15862,-26.32,500,90
46,maize,11,20,19/07/11 19:00,19/07/11 19:00,19/07/11 19:00,22/07/11 21:05,4720,-25.56,500,90
46,maize,11,35,22/07/11 21:05,25/07/11 20:20,25/07/11 20:20,27/07/11 12:25,11490.5,-22.36,500,90
46,maize,11,5,27/07/11 12:25,02/08/11 00:00,02/08/11 00:00,11/10/11 16:49,11378.63,-21.36,500,90
46,maize,11,20,11/10/11 16:49,17/10/11 11:30,17/10/11 11:30,02/11/11 16:53,25676.96,-24.32,500,90
46,maize,11,35,02/11/11 16:53,10/11/11 00:00,10/11/11 00:00,16/11/11 17:18,33145.44,-24.86,500,90
47,maize,11,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,483,-18.73,500,90
47,maize,11,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,460.53,-19.24,500,90
47,maize,11,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,14/06/11 00:00,3854,-20.17,500,90
47,maize,11,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,5399.5,-25.51,500,90
47,maize,11,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 19:00,11862.5,-25.36,500,90
47,maize,11,20,19/07/11 19:00,19/07/11 19:00,19/07/11 19:00,22/07/11 21:05,3219,-24.57,500,90
47,maize,11,35,22/07/11 21:05,25/07/11 20:20,25/07/11 20:20,27/07/11 12:25,7395,-21.39,500,90
47,maize,11,5,27/07/11 12:25,02/08/11 00:00,02/08/11 00:00,11/10/11 16:26,9048.82,-20.83,500,90
47,maize,11,20,11/10/11 16:26,17/10/11 11:30,17/10/11 11:30,02/11/11 18:02,22146.85,-23.35,500,90
47,maize,11,35,02/11/11 18:02,10/11/11 00:00,10/11/11 00:00,16/11/11 17:26,35731.04,-24.87,500,90
48,maize,11,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,952.28,-18.3,500,90
48,maize,11,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,14/06/11 00:00,2525.5,-18.54,500,90
48,maize,11,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,5992.5,-26.05,500,90
48,maize,11,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 21:00,15043,-26.19,500,90
48,maize,11,20,19/07/11 21:00,19/07/11 21:00,19/07/11 21:00,22/07/11 21:05,4867,-25.78,500,90
48,maize,11,35,22/07/11 21:05,25/07/11 20:20,25/07/11 20:20,27/07/11 14:00,9258.5,-22.72,500,90
48,maize,11,5,27/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 16:17,8166.28,-20.79,500,90
48,maize,11,20,11/10/11 16:17,17/10/11 11:30,17/10/11 11:30,02/11/11 17:01,27620.52,-24.93,500,90
48,maize,11,35,02/11/11 17:01,10/11/11 00:00,10/11/11 00:00,16/11/11 17:09,34275.73,-24.01,500,90
49,maize,13,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,297,-18.98,500,90
49,maize,13,5,19/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,1166.5,-18.57,500,90
49,maize,13,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,8812.5,-25.96,500,90
49,maize,13,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 19:00,21166,-26.34,500,90
49,maize,13,20,19/07/11 19:00,19/07/11 19:00,19/07/11 19:00,22/07/11 22:05,5996,-25.95,500,90
49,maize,13,35,22/07/11 22:05,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,5432,-21.98,500,90
49,maize,13,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 15:26,14334.21,-21.76,500,90
49,maize,13,20,11/10/11 15:26,17/10/11 11:30,17/10/11 11:30,02/11/11 16:31,28177.98,-24.04,500,90
49,maize,13,35,02/11/11 16:31,10/11/11 00:00,10/11/11 00:00,16/11/11 16:29,29285.87,-23.6,500,90
50,maize,13,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,292,-20.01,500,90
50,maize,13,5,19/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,1064.5,-20.46,500,90
50,maize,13,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,9845.5,-25.44,500,90
50,maize,13,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 19:00,22561,-26.26,500,90
50,maize,13,20,19/07/11 19:00,19/07/11 19:00,19/07/11 19:00,22/07/11 22:05,5994,-25.74,500,90
50,maize,13,35,22/07/11 22:05,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,5589.5,-22.77,500,90
