D_0,E_K,E_V,f_CA_bf,f_CA_mz,f_CD,f_CE,f_CM,f_ep,f_gr_ref,f_mr,K_D_ref,K_U_ref,psi_Rth,r_ed_ref,r_md_ref,V_D_ref,V_U_ref,E_r_ed,E_r_md
9.39,30.9,83.1,0.835,0.884,0.0050,0.00477,0.0050,0.013,0.72,0.05,293160,211,11183,0.00021,0.0033,1.44,1.97,98.20,98.20
