Day,ST02M,ST05M,ST15M,ST30M,T2,SM01,SM02,SM03,SM04,SM05,SM06
30.2,0.3,0.7,1.5,2,-5.9,47.3,39.1,47.3,43.1,38.4,33.2
30.3,0.3,0.7,1.4,2,-5.8,47.3,39,47.3,43.1,38.4,33.2
30.4,0.2,0.7,1.4,2,-4.6,47.3,39.2,47.3,43.1,38.4,33.2
30.5,0.2,0.6,1.4,2,-2.5,47.3,39.3,47.3,43.1,38.5,33.3
30.6,0.3,0.7,1.4,2,-1.6,47.3,39,47.3,43.1,38.4,33.3
30.7,0.3,0.7,1.4,1.9,-1.8,47.3,38.9,47.4,43.1,38.4,33.2
30.8,0.3,0.7,1.4,1.9,-3.2,47.3,38.4,47.3,43.1,38.4,33.2
30.9,0.3,0.7,1.4,1.9,-3.3,47.3,38.8,47.3,43.1,38.4,33.2
31,0.3,0.7,1.4,1.9,-3.6,47.3,38.6,47.3,43.1,38.3,33.2
31.1,0.3,0.7,1.4,1.9,-3.2,47.3,38.2,47.2,43.1,38.4,33.2
31.2,0.2,0.7,1.4,1.9,-2.6,47.3,38.1,47.2,43.1,38.4,33.2
31.3,0.2,0.7,1.4,1.9,-1.6,47.3,37.9,47.2,43.1,38.4,33.2
31.4,0.3,0.7,1.4,1.9,-0.1,47.3,38.3,47.1,43.1,38.4,33.2
31.5,0.3,0.7,1.4,1.9,1.7,47.3,38.1,47.1,43,38.5,33.3
31.6,0.3,0.7,1.4,1.9,2.2,47.3,38.5,47.1,43,38.4,33.2
31.7,0.3,0.7,1.4,1.9,2,47.3,38.1,47.1,43,38.3,33.1
31.8,0.4,0.7,1.4,1.9,1.7,47.3,38.5,47.1,43,38.4,33.3
31.9,0.4,0.7,1.4,1.9,1.8,47.3,38.8,47.1,43,38.5,33.3
32,0.4,0.8,1.4,1.9,1.5,47.3,38.8,47.2,43.2,38.6,33.4
32.1,0.4,0.8,1.4,1.9,1,47.3,39.2,47.2,43.6,38.9,33.6
32.2,0.5,0.8,1.4,1.9,0.7,47.3,40.3,47.4,44.1,39.3,33.9
32.3,0.5,0.8,1.4,1.9,0.6,47.4,41.8,47.7,44.2,39.4,34.1
32.4,0.5,0.8,1.4,1.9,0.9,47.5,42,47.9,44.2,39.4,34
32.5,0.5,0.8,1.4,1.8,1.7,47.6,41.5,47.9,44.3,39.4,34
32.6,0.6,0.8,1.4,1.8,2.1,47.6,41.8,48.2,44.3,39.5,34.1
32.7,0.6,0.8,1.4,1.8,1.8,47.7,42.2,48.5,44.3,39.5,34.1
32.8,0.6,0.8,1.4,1.8,1.2,47.7,42.3,48.4,44.3,39.5,34.1
32.9,0.6,0.8,1.4,1.8,0.7,47.6,41.6,48.3,44.2,39.4,34
33,0.6,0.9,1.4,1.8,0.3,47.6,41.6,48.4,44.1,39.3,34
33.1,0.7,0.9,1.4,1.8,-0.2,47.6,41.9,48.4,44,39.2,33.9
33.2,0.7,0.9,1.4,1.8,-0.3,47.6,41.7,48.4,44,39.2,33.9
33.3,0.7,0.9,1.5,1.8,-0.4,47.6,41.4,48.3,44,39.2,33.8
33.4,0.7,0.9,1.5,1.8,-0.7,47.6,41.1,48.3,43.9,39.1,33.8
33.5,0.7,0.9,1.5,1.8,-0.4,47.6,41.1,48.1,43.9,39.2,33.8
33.6,0.8,0.9,1.5,1.8,-0.9,47.6,41.1,47.9,43.9,39.1,33.8
33.7,0.8,0.9,1.5,1.8,-0.7,47.6,41.2,47.9,43.9,39,33.7
33.8,0.8,0.9,1.5,1.8,-0.8,47.5,41.2,47.8,43.9,39.1,33.8
33.9,0.8,0.9,1.5,1.8,-0.7,47.5,41.2,47.5,43.9,39,33.7
34,0.8,0.9,1.5,1.8,-0.9,47.5,41.2,47.4,43.9,39.1,33.8
34.1,0.8,0.9,1.5,1.9,-1.1,47.5,41.2,47.2,43.9,39.1,33.8
34.2,0.8,0.9,1.5,1.9,-0.4,47.5,41.1,47.2,43.9,39.1,33.8
34.3,0.8,1,1.5,1.9,0.1,47.5,41,47.2,43.9,39.1,33.8
34.4,0.8,1,1.5,1.9,1,47.5,41,47.1,43.9,39.1,33.8
34.5,0.9,1,1.5,1.9,1.3,47.5,40.9,47.1,43.9,39.1,33.8
34.6,0.8,1,1.5,1.9,1,47.5,41,47.1,43.9,39.1,33.8
34.7,0.8,1,1.5,1.9,1,47.5,41.2,47.1,44,39.2,33.8
34.8,0.8,1,1.5,1.9,0.2,47.6,41.4,47.3,44.1,39.3,33.9
34.9,0.9,1,1.5,1.9,-0.4,47.6,41.5,47.8,44.1,39.3,34
35,0.9,1,1.5,1.9,-0.8,47.6,41.4,48.1,44.1,39.3,34
35.1,0.8,1,1.5,1.9,-1.2,47.6,41.3,48.2,44.1,39.3,33.9
35.2,0.8,1,1.6,1.9,-1.8,47.6,41.2,48.1,44,39.2,33.9
35.3,0.7,1,1.6,1.9,-2.3,47.6,41.1,47.9,44,39.2,33.8
35.4,0.7,0.9,1.6,1.9,-1.7,47.6,41,47.8,43.9,39.1,33.8
35.5,0.7,0.9,1.5,1.9,0.4,47.6,40.8,47.7,43.9,39.1,33.8
35.6,0.7,0.9,1.5,1.9,1.6,47.6,40.7,47.6,43.9,39.1,33.8
35.7,0.8,0.9,1.5,1.9,1,47.6,40.7,47.6,43.9,39.2,33.8
35.8,0.8,1,1.5,1.9,0.9,47.6,40.6,47.5,43.8,39.1,33.8
35.9,0.8,1,1.5,1.9,1.1,47.5,40.6,47.4,43.8,39.1,33.8
36,0.8,1,1.5,1.9,1.4,47.5,40.6,47.5,43.8,39.1,33.8
36.1,0.8,1,1.5,1.9,2.5,47.5,40.6,47.7,43.8,39,33.7
36.2,0.9,1,1.5,1.9,2.5,47.5,40.6,47.8,43.8,39,33.7
36.3,0.9,1,1.5,1.8,2.5,47.5,40.7,47.9,43.8,39,33.7
36.4,0.9,1,1.5,1.9,3.2,47.5,41.3,48.3,44,39.2,33.8
36.5,0.9,1,1.5,1.8,4.8,47.6,42,48.9,44.3,39.5,34.1
36.6,0.8,1,1.5,1.8,5.2,47.8,42.3,49.4,44.7,39.9,34.4
36.7,0.8,1,1.5,1.8,4.3,47.8,42.5,49.6,44.8,39.9,34.4
36.8,0.8,1,1.5,1.8,3.1,47.8,42.6,49.2,44.6,39.7,34.3
36.9,0.8,1,1.5,1.8,3.6,47.8,42.7,49.2,44.6,39.7,34.2
37,0.8,1,1.5,1.8,4.5,47.8,42.8,49.4,44.7,39.7,34.3
37.1,0.8,1,1.5,1.8,4.7,47.8,42.8,49.6,44.8,39.9,34.4
37.2,0.8,1,1.5,1.8,4.4,47.8,42.8,49.7,44.8,39.9,34.4
37.3,0.8,1,1.5,1.8,4.9,47.8,42.7,49.6,44.7,39.8,34.4
37.4,0.8,1,1.5,1.8,5.6,47.8,42.9,49.8,44.8,39.9,34.4
37.5,0.9,1,1.5,1.8,7.3,47.9,43.6,50.4,45.1,40,34.6
37.6,1.1,1,1.5,1.8,8,48.6,43.9,50.6,45.2,40.3,34.7
37.7,1.4,1.1,1.5,1.8,7.1,49.5,43.8,50.8,45.2,40.2,34.7
37.8,1.6,1.3,1.6,1.8,6,49.4,43.1,50.4,45.1,40.1,34.6
37.9,1.8,1.4,1.7,1.8,4.8,48.3,42.8,50,45,40.1,34.6
38,1.8,1.5,1.8,1.8,3.7,48,42.5,49.7,44.9,40,34.5
38.1,1.6,1.5,1.8,1.8,2.8,47.8,42.1,49.5,44.8,39.8,34.3
38.2,1.3,1.4,1.8,1.8,1.8,47.8,41.9,49.5,44.6,39.7,34.3
38.3,1.1,1.3,1.8,1.9,2.2,47.7,41.7,49.3,44.5,39.6,34.2
38.4,1.4,1.3,1.8,1.9,3.4,47.7,41.6,49.2,44.4,39.6,34.2
38.5,2.1,1.5,1.8,1.9,5,47.7,41.5,49.2,44.6,39.7,34.3
38.6,2.5,1.8,1.9,1.9,5.8,47.7,41.4,49,44.8,39.8,34.4
38.7,2.7,2,2,1.9,5.3,47.7,41.3,49,44.9,39.9,34.4
38.8,2.5,2.1,2.2,1.9,3.7,47.7,41.4,48.9,44.8,39.8,34.4
38.9,2.5,2.1,2.2,2,3.3,47.6,42.1,49.1,44.8,39.9,34.4
39,2.4,2.1,2.3,2,3.4,47.7,42.6,49.2,44.8,39.9,34.4
39.1,2.4,2.1,2.3,2,3.5,47.7,42.2,49.2,44.6,39.8,34.3
39.2,2,2,2.3,2.1,2.6,47.7,42,49.1,44.5,39.7,34.3
39.3,1.8,1.9,2.3,2.1,2.7,47.7,41.8,48.9,44.4,39.5,34.1
39.4,2,1.9,2.2,2.1,3.7,47.7,41.6,48.9,44.3,39.5,34.1
39.5,2.5,2,2.3,2.1,4.7,47.7,41.5,48.8,44.3,39.6,34.2
39.6,2.7,2.2,2.4,2.2,4.8,47.7,41.4,48.7,44.2,39.3,34
39.7,2.5,2.3,2.4,2.2,4,47.7,41.3,48.6,44.2,39.3,34
39.8,2,2.1,2.4,2.2,2.1,47.6,41.2,48.6,44.2,39.4,34
39.9,1.6,1.9,2.4,2.2,1,47.6,41.1,48.7,44.1,39.3,34
40,1.4,1.7,2.3,2.2,0.1,47.6,41.1,48.6,44.1,39.2,33.9
40.1,1.2,1.6,2.2,2.3,-0.2,47.6,41,48.6,44,39.3,33.9
40.2,1.1,1.5,2.1,2.3,-0.8,47.6,41,48.6,44,39.2,33.9
40.3,0.9,1.3,2,2.3,-1.4,47.6,40.9,48.5,44,39.2,33.9
40.4,0.8,1.2,1.9,2.2,-0.5,47.6,40.8,48.5,44,39.1,33.8
40.5,1,1.2,1.9,2.2,1.1,47.6,40.9,48.5,43.9,39.1,33.8
40.6,1.6,1.3,1.9,2.2,2.1,47.6,40.8,48.4,43.9,39.2,33.9
40.7,1.8,1.6,2,2.1,2.9,47.6,40.7,48.5,43.9,39.1,33.8
40.8,1.8,1.6,2,2.1,2.7,47.6,40.8,48.5,43.9,39.1,33.8
40.9,1.8,1.7,2.1,2.1,1.9,47.6,40.8,48.3,43.8,39.1,33.8
41,1.8,1.7,2.1,2.1,2,47.5,40.8,48.2,43.8,39.1,33.8
41.1,1.8,1.7,2.1,2.1,1.7,47.5,40.8,48.2,43.8,39,33.7
41.2,1.7,1.7,2.1,2.1,1.1,47.5,40.9,48.3,43.7,39,33.7
41.3,1.7,1.7,2.1,2.2,1.5,47.5,40.9,48.3,43.7,39,33.7
41.4,1.9,1.7,2.1,2.2,2.1,47.5,41,48.3,43.7,38.9,33.7
41.5,2.1,1.8,2.1,2.2,2.5,47.4,41.3,48.3,43.7,38.8,33.6
41.6,2.5,2,2.2,2.2,4,47.4,41.3,48.2,43.6,38.9,33.6
41.7,2.4,2.1,2.3,2.2,3.4,47.4,41.4,48.3,43.6,38.9,33.6
41.8,1.9,2,2.3,2.2,2.5,47.4,41.7,48.3,43.6,38.9,33.6
41.9,1.7,1.8,2.3,2.2,2.1,47.4,42.4,48.3,43.6,38.8,33.6
42,1.5,1.7,2.2,2.2,2.1,47.4,42.3,48.2,43.6,38.9,33.7
42.1,1.5,1.7,2.2,2.2,2.1,47.4,42.2,48.3,43.6,38.9,33.6
42.2,1.5,1.6,2.2,2.2,1.8,47.4,42.1,48.4,43.6,38.8,33.6
42.3,1.6,1.6,2.1,2.2,1.5,47.4,42,48.4,43.5,38.9,33.6
42.4,1.8,1.7,2.1,2.2,2.2,47.4,41.9,48.4,43.5,38.8,33.5
42.5,2.1,1.8,2.2,2.2,3.5,47.4,41.9,48.4,43.5,38.9,33.6
42.6,2.2,1.9,2.2,2.2,3.7,47.4,41.7,48.4,43.5,38.7,33.5
42.7,1.9,1.9,2.3,2.2,2.8,47.4,41.7,48.4,43.5,38.9,33.6
42.8,1.4,1.7,2.2,2.2,1.4,47.4,41.5,48.4,43.5,38.8,33.6
42.9,1.3,1.6,2.2,2.3,2.5,47.4,41.5,48.4,43.5,38.9,33.6
43,1.5,1.6,2.1,2.3,3.2,47.4,41.5,48.4,43.5,38.8,33.6
43.1,1.5,1.6,2.1,2.2,2,47.4,41.3,48.4,43.5,38.7,33.5
43.2,1.6,1.6,2.1,2.2,1.7,47.4,41.4,48.4,43.5,38.8,33.5
43.3,1.8,1.7,2.1,2.2,2.6,47.4,41.7,48.4,43.5,38.8,33.5
43.4,2.1,1.8,2.1,2.2,3.8,47.4,41.7,48.4,43.5,38.8,33.5
43.5,2.7,2,2.2,2.2,5,47.4,41.6,48.4,43.5,38.8,33.6
43.6,3,2.3,2.3,2.2,4.8,47.4,41.6,48.4,43.5,38.8,33.5
43.7,2.8,2.4,2.4,2.2,2.8,47.4,41.8,48.5,43.6,38.9,33.6
43.8,2.4,2.3,2.5,2.3,1.6,47.7,43.6,49.2,44.4,39.6,34.2
43.9,2.2,2.2,2.5,2.3,1.5,47.8,43,49.2,44.3,39.4,34
44,2.2,2.1,2.5,2.3,1.9,47.8,42.6,49.1,44.2,39.4,34
44.1,2.1,2.1,2.5,2.3,1.5,47.8,42.3,49,44.2,39.3,34
44.2,1.8,2,2.4,2.4,0.9,47.7,42.5,49,44.1,39.3,33.9
44.3,1.6,1.8,2.4,2.4,0.8,47.7,42.3,48.9,44.1,39.2,33.9
44.4,1.7,1.8,2.3,2.4,1.7,47.7,42.4,48.9,44.1,39.3,33.9
44.5,2.3,1.9,2.3,2.4,3.2,47.7,42.4,48.9,44,39.2,33.9
44.6,2.7,2.2,2.4,2.3,4.7,47.7,42.5,48.9,44,39.2,33.9
44.7,2.5,2.3,2.4,2.4,3.8,47.6,42.5,48.9,44,39.2,33.9
44.8,2.2,2.2,2.5,2.4,3.3,47.6,42.4,48.8,44,39.2,33.8
44.9,2.3,2.1,2.5,2.4,4.5,47.6,42.4,48.8,43.9,39.3,34
45,2.4,2.2,2.5,2.4,5,47.6,42.3,48.8,43.9,39.2,33.9
45.1,2.4,2.2,2.5,2.4,5.2,47.6,42.3,48.8,43.9,39.1,33.8
45.2,2.5,2.3,2.5,2.4,6.6,47.6,42.2,48.8,43.9,39.1,33.8
45.3,2.6,2.3,2.6,2.4,6.2,47.6,42.1,48.7,43.9,39,33.7
45.4,3.1,2.5,2.6,2.4,7.8,47.6,42,48.7,43.9,39.1,33.8
45.5,4,2.8,2.7,2.4,9.5,47.6,42,48.7,43.8,39,33.8
45.6,4.3,3.2,2.9,2.5,8.2,47.6,42,48.6,43.8,38.9,33.7
45.7,4.2,3.4,3.1,2.5,7.1,47.6,42,48.6,43.8,39,33.7
45.8,3.9,3.4,3.2,2.5,6.5,47.6,41.9,48.6,43.8,39,33.7
45.9,3.7,3.3,3.2,2.6,5.6,47.6,41.9,48.6,43.7,39,33.7
46,3.6,3.3,3.3,2.7,5.2,47.5,41.9,48.6,43.7,39,33.7
46.1,3.5,3.2,3.3,2.7,5.1,47.5,41.9,48.5,43.7,39,33.7
46.2,3.4,3.2,3.3,2.7,4.7,47.5,42.1,48.5,43.6,38.9,33.7
46.3,3.3,3.1,3.2,2.8,4.2,47.5,42.2,48.5,43.6,38.9,33.6
46.4,3.4,3.1,3.2,2.8,4.9,47.5,42.1,48.5,43.6,38.9,33.7
46.5,3.8,3.2,3.3,2.8,5.8,47.5,42.1,48.5,43.6,38.9,33.7
46.6,3.8,3.3,3.3,2.8,4.1,47.5,42.2,48.5,43.6,38.9,33.7
46.7,3.6,3.3,3.4,2.9,3.9,47.5,42.7,48.5,43.7,39,33.7
46.8,3.1,3.1,3.3,2.9,2.4,47.5,42.9,48.6,43.8,39,33.7
46.9,2.6,2.9,3.3,2.9,1.5,47.5,42.8,48.6,43.8,39.1,33.8
47,2.4,2.7,3.2,2.9,1.7,47.5,42.7,48.6,43.8,39,33.7
47.1,2.2,2.5,3.1,2.9,1.3,47.5,42.7,48.6,43.8,39,33.7
47.2,2,2.3,3,2.9,0.9,47.5,42.7,48.6,43.8,39.1,33.8
47.3,1.8,2.2,2.9,2.9,0.8,47.5,42.7,48.6,43.8,39.1,33.8
47.4,2.3,2.2,2.8,2.9,1.8,47.5,42.7,48.6,43.8,39.1,33.8
47.5,2.9,2.4,2.8,2.8,5,47.5,42.7,48.6,43.8,39,33.7
47.6,3.4,2.7,2.9,2.8,7,47.5,42.5,48.5,43.8,39.1,33.8
47.7,3.6,3,3,2.8,6,47.5,42.5,48.6,43.8,39,33.7
47.8,3,2.9,3.1,2.8,3.3,47.5,42.4,48.6,43.8,39,33.7
47.9,2.5,2.7,3.1,2.8,2.3,47.5,42.5,48.6,43.7,39,33.7
48,2.3,2.5,3,2.8,2,47.5,42.4,48.6,43.7,39,33.7
48.1,2.1,2.4,2.9,2.9,2.1,47.5,42.4,48.6,43.7,38.9,33.7
48.2,1.9,2.2,2.8,2.8,2,47.4,42.3,48.5,43.7,38.9,33.6
48.3,1.8,2.1,2.8,2.8,1.6,47.4,42.3,48.5,43.7,39,33.7
48.4,2.1,2.1,2.7,2.8,3.2,47.4,42.2,48.5,43.7,39,33.7
48.5,2.7,2.3,2.7,2.8,3.9,47.4,42.2,48.4,43.7,38.9,33.6
48.6,3.3,2.6,2.8,2.8,5.2,47.4,42.3,48.4,43.6,38.9,33.7
48.7,3.4,2.9,3,2.8,4.4,47.4,42.5,48.4,43.6,38.8,33.6
48.8,3.1,2.9,3,2.8,3.9,47.4,42.4,48.4,43.6,38.9,33.6
48.9,2.9,2.8,3,2.8,3.7,47.4,42.4,48.4,43.6,38.9,33.6
49,2.8,2.7,3,2.8,3.6,47.4,42.4,48.4,43.6,38.9,33.6
49.1,2.7,2.6,3,2.8,3.7,47.4,42.5,48.4,43.6,38.9,33.6
49.2,2.8,2.6,3,2.8,3.5,47.4,42.8,48.4,43.6,38.9,33.6
49.3,2.9,2.7,3,2.8,3.5,47.4,42.7,48.3,43.6,38.9,33.6
49.4,3.2,2.7,3,2.8,4.4,47.4,42.7,48.3,43.6,38.8,33.5
49.5,3.6,3,3.1,2.8,5.8,47.4,42.5,48.3,43.6,38.8,33.6
49.6,3.9,3.2,3.2,2.8,6.8,47.4,42.4,48.3,43.5,38.9,33.6
49.7,4,3.4,3.3,2.9,6.3,47.4,42.4,48.3,43.5,38.8,33.6
49.8,3.5,3.3,3.3,2.9,4.3,47.4,42.4,48.3,43.5,38.7,33.5
49.9,3.3,3.2,3.3,2.9,3.6,47.4,42.4,48.3,43.5,38.8,33.6
50,2.9,3,3.3,2.9,2.6,47.4,42.4,48.3,43.5,38.8,33.5
50.1,3,2.9,3.3,3,3.2,47.4,42.2,48.4,43.5,38.7,33.5
50.2,3,2.9,3.3,3,3.4,47.4,42.2,48.3,43.5,38.8,33.6
50.3,3.1,2.9,3.2,3,3.6,47.4,42.3,48.3,43.5,38.7,33.5
50.4,3.4,3,3.3,3,4.6,47.4,42.3,48.2,43.5,38.7,33.5
50.5,3.9,3.2,3.3,3,7.1,47.4,42.2,48.2,43.5,38.8,33.5
50.6,4.3,3.5,3.4,3,8.2,47.4,42.2,48.2,43.4,38.8,33.5
50.7,4.2,3.6,3.5,3,7.3,47.4,42.2,48.2,43.4,38.7,33.5
50.8,3.7,3.5,3.6,3,5.6,47.4,41.9,48.3,43.4,38.7,33.5
50.9,3.7,3.4,3.6,3.1,6.6,47.4,41.7,48.3,43.4,38.6,33.4
51,3.7,3.4,3.6,3.1,6.8,47.4,41.7,48.3,43.4,38.7,33.5
51.1,3.8,3.4,3.6,3.1,6.3,47.4,41.7,48.3,43.4,38.7,33.5
51.2,3.8,3.4,3.6,3.1,5.5,47.4,41.6,48.5,43.4,38.6,33.4
51.3,3.9,3.5,3.6,3.1,5.4,47.4,41.5,48.3,43.4,38.7,33.5
51.4,4.2,3.6,3.7,3.2,6.3,47.4,41.5,48.1,43.4,38.7,33.5
51.5,4.7,3.8,3.7,3.2,8.2,47.4,41.5,48.2,43.3,38.7,33.5
51.6,4.9,4,3.8,3.2,6.9,47.4,41.5,48.1,43.3,38.6,33.5
51.7,4.6,4.1,3.9,3.2,4.6,47.4,41.5,48.1,43.3,38.7,33.5
51.8,3.8,3.8,3.9,3.3,2.5,47.4,43.4,48.6,44,39.2,33.9
51.9,3.2,3.5,3.9,3.3,1.7,47.4,43.7,48.9,44.3,39.4,34
52,2.9,3.3,3.8,3.3,1.3,47.4,43.5,49,44.3,39.4,34
52.1,2.6,3,3.6,3.3,0.8,47.4,43.3,48.8,44.2,39.4,34
52.2,2.4,2.8,3.5,3.3,0.4,47.4,43.1,48.7,44.1,39.3,34
52.3,2.2,2.7,3.3,3.3,0.2,47.4,43,48.7,44.1,39.3,33.9
52.4,2.1,2.5,3.2,3.3,2,47.4,42.9,48.6,44.1,39.3,34
52.5,2.8,2.6,3.2,3.2,4.7,47.4,42.8,48.7,44,39.1,33.8
52.6,3.3,2.8,3.2,3.2,5.3,47.4,42.7,48.6,44,39.1,33.8
52.7,3.4,3,3.3,3.2,4.5,47.4,42.7,48.6,44,39.1,33.8
52.8,3.2,3,3.3,3.2,3.5,47.4,42.6,48.4,43.9,39.1,33.8
52.9,2.9,3,3.3,3.2,2.4,47.4,42.5,48.5,43.9,39.1,33.8
53,2.6,2.8,3.3,3.2,1.7,47.4,42.5,48.5,43.9,39.1,33.8
53.1,2.3,2.6,3.2,3.2,0.7,47.4,42.4,48.5,43.9,39.1,33.8
53.2,2.2,2.5,3.1,3.2,1.1,47.4,42.4,48.5,43.9,39.1,33.8
53.3,2.3,2.4,3.1,3.1,2.1,47.4,42.4,48.5,43.9,39.1,33.8
53.4,2.7,2.5,3,3.1,3.3,47.4,42.3,48.4,43.8,39.1,33.8
53.5,3.2,2.7,3.1,3.1,5.2,47.4,42.3,48.3,43.8,39,33.7
53.6,3.4,2.9,3.2,3.1,6.1,47.4,42.2,48.3,43.8,39,33.7
53.7,3.3,3,3.2,3.1,5.5,47.4,42.2,48.3,43.8,39,33.8
53.8,2.8,2.9,3.3,3.1,3.1,47.4,42.2,48.4,43.8,39,33.8
53.9,2.4,2.7,3.2,3.1,2.1,47.4,42.1,48.3,43.7,39.1,33.8
54,2.1,2.5,3.1,3.1,1.2,47.4,42.1,48.3,43.7,39,33.7
54.1,1.9,2.3,3,3.1,1.1,47.4,42.1,48.3,43.7,39,33.7
54.2,1.8,2.2,2.9,3.1,0.6,47.4,42.1,48.3,43.7,39,33.7
54.3,1.6,2.1,2.8,3,0.3,47.4,42.1,48.3,43.7,38.9,33.7
54.4,1.6,2,2.7,3,2.6,47.4,42,48.3,43.7,39,33.7
54.5,2.4,2.1,2.7,3,8.3,47.4,42,48.2,43.7,38.9,33.7
54.6,3.1,2.5,2.8,2.9,10.2,47.4,42,48.2,43.7,39,33.7
54.7,3.3,2.8,2.9,2.9,8.9,47.4,41.9,48.3,43.7,38.9,33.7
54.8,2.8,2.7,3,2.9,5.4,47.4,41.9,48.3,43.6,38.9,33.6
54.9,2.5,2.6,3,2.9,4,47.4,41.9,48.2,43.6,38.9,33.6
55,2.3,2.5,3,2.9,3.9,47.4,41.9,48.3,43.6,38.8,33.6
55.1,2.2,2.4,3,2.9,3.8,47.4,41.9,48.3,43.6,38.8,33.6
55.2,2.1,2.3,2.9,2.9,3.5,47.4,41.9,48.3,43.6,38.9,33.6
55.3,2,2.2,2.9,2.9,3.2,47.4,41.9,48.3,43.6,38.9,33.6
55.4,2.3,2.3,2.8,2.9,5.7,47.4,41.8,48.2,43.6,38.9,33.6
55.5,3.2,2.5,2.8,2.9,9.3,47.4,41.8,48.1,43.5,38.9,33.6
55.6,3.8,2.9,3,2.9,10.5,47.4,41.8,48.2,43.5,38.8,33.6
55.7,4.1,3.2,3.1,2.9,9.6,47.4,41.8,48.2,43.5,38.8,33.6
55.8,3.8,3.3,3.3,2.9,7.7,47.4,41.8,48.2,43.5,38.9,33.6
55.9,3.7,3.3,3.4,2.9,6.9,47.4,41.7,48.2,43.5,38.8,33.5
56,3.7,3.3,3.4,3,6.7,47.4,41.7,48.2,43.5,38.8,33.6
56.1,3.6,3.3,3.4,3,6.3,47.4,41.7,48.2,43.5,38.8,33.6
56.2,3.6,3.3,3.4,3,6.2,47.4,41.7,48.2,43.5,38.9,33.6
56.3,3.6,3.3,3.5,3.1,6,47.4,41.7,48.1,43.5,38.8,33.6
56.4,4.1,3.4,3.5,3.1,7.8,47.4,41.6,48.2,43.5,38.7,33.5
56.5,4.8,3.7,3.6,3.1,9.6,47.4,41.6,48.2,43.4,38.7,33.5
56.6,5.3,4.1,3.7,3.1,10.4,47.4,41.6,48.1,43.4,38.8,33.6
56.7,5.2,4.3,3.9,3.2,9.1,47.4,41.6,48.1,43.4,38.8,33.6
56.8,4.9,4.3,4,3.2,7.8,47.4,41.6,48.3,43.4,38.7,33.5
56.9,4.7,4.2,4.1,3.3,6.6,47.4,41.6,48.2,43.4,38.6,33.4
57,4.6,4.2,4.1,3.3,5.7,47.4,41.5,48.3,43.4,38.6,33.5
57.1,4.5,4.1,4.1,3.4,5,47.4,41.5,48.3,43.4,38.7,33.5
57.2,4.3,4,4.1,3.4,4.7,47.4,41.5,48.3,43.4,38.6,33.4
57.3,4.3,4,4.1,3.4,4.4,47.4,42,48.4,43.8,39,33.8
57.4,4.4,4,4.1,3.5,4.8,47.4,43.3,48.6,44.5,39.6,34.2
57.5,5,4.1,4.1,3.5,6,47.4,43.3,48.7,44.4,39.5,34.1
57.6,5.2,4.3,4.2,3.5,6.8,47.4,43.1,48.7,44.4,39.5,34.1
57.7,5.1,4.4,4.3,3.5,6.1,47.4,43,48.7,44.3,39.4,34.1
57.8,4.7,4.3,4.3,3.6,5,47.4,42.9,48.6,44.3,39.5,34.1
57.9,4.4,4.2,4.3,3.6,4.6,47.4,42.8,48.6,44.2,39.3,34
58,3.9,4,4.2,3.6,2.9,47.4,42.7,48.6,44.2,39.4,34
58.1,3.8,3.8,4.2,3.6,3.2,47.4,42.7,48.6,44.2,39.3,34
58.2,3.6,3.7,4.1,3.7,1.6,47.4,43.7,48.8,44.5,39.6,34.2
58.3,3.4,3.5,4,3.7,1.6,47.6,44.1,49.1,44.8,39.8,34.4
58.4,3.4,3.4,3.9,3.6,2.1,47.8,43.9,49.1,44.7,39.7,34.3
58.5,3.9,3.5,3.9,3.6,3.6,47.7,43.6,49,44.5,39.6,34.2
58.6,4.2,3.7,3.9,3.6,4.8,47.7,43.4,48.9,44.5,39.6,34.2
58.7,4.2,3.8,4,3.6,4.5,47.7,43.3,48.9,44.4,39.6,34.2
58.8,3.7,3.7,4,3.6,3.1,47.7,43.1,48.8,44.3,39.5,34.2
58.9,3.4,3.5,3.9,3.6,2.6,47.7,43,48.8,44.3,39.5,34.1
59,3,3.3,3.8,3.6,0.8,47.6,43,48.8,44.3,39.5,34.1
59.1,3,3.2,3.8,3.6,1.2,47.6,42.9,48.8,44.3,39.4,34
59.2,2.8,3.1,3.7,3.6,0.4,47.6,42.8,48.7,44.3,39.4,34
59.3,2.4,2.9,3.6,3.6,0.2,47.6,42.7,48.7,44.3,39.4,34
59.4,2.8,2.8,3.5,3.5,2.7,47.6,42.6,48.7,44.3,39.3,34
59.5,3.6,3,3.5,3.5,5.9,47.6,42.6,48.7,44.2,39.3,34
59.6,4.2,3.4,3.6,3.5,7,47.6,42.5,48.7,44.2,39.3,34
59.7,4.4,3.7,3.7,3.5,6.8,47.6,42.5,48.6,44.2,39.3,34
59.8,4.1,3.8,3.8,3.5,5.5,47.6,42.4,48.6,44.1,39.3,34
59.9,3.8,3.7,3.9,3.5,4.5,47.6,42.4,48.6,44.1,39.2,33.9
60,3.5,3.6,3.8,3.5,2.7,47.5,42.4,48.6,44.1,39.3,34
60.1,3.1,3.4,3.8,3.5,1.6,47.5,42.3,48.6,44.1,39.3,33.9
60.2,2.9,3.2,3.7,3.5,1.6,47.5,42.3,48.6,44.1,39.2,33.9
60.3,3,3.1,3.6,3.5,2.1,47.5,42.2,48.6,44,39.2,33.9
