Day,ST02M,ST05M,ST15M,ST30M,T2,SM01,SM02,SM03,SM04,SM05,SM06
0,1.6,2.2,3.1,3.8,-0.4,47.3,38.4,45.9,42.8,38.2,33.1
0.1,1.6,2.1,3.1,3.8,-0.1,47.3,38.4,45.9,42.8,38.1,33
0.2,1.6,2.1,3,3.8,0.4,47.3,38.4,45.9,42.8,38.1,33
0.3,1.5,2.1,3,3.7,0.4,47.3,38.3,45.8,42.7,38.2,33.1
0.4,1.6,2,3,3.7,-0.2,47.3,38.3,45.8,42.7,38.1,33
0.5,1.7,2.1,2.9,3.7,0.5,47.2,38.3,45.6,42.7,38.2,33.1
0.6,2.1,2.2,2.9,3.6,1.7,47.2,38.2,45.6,42.7,38.1,33
0.7,2.1,2.3,3,3.6,0.9,47.2,38.2,45.5,42.7,38.1,33
0.8,1.8,2.2,3,3.6,0.2,47.2,38.2,45.5,42.7,38.1,33
0.9,1.7,2.1,3,3.6,1,47.2,38.2,45.6,42.7,38.1,33
1,1.8,2.1,3,3.6,1.9,47.2,38.2,45.4,42.7,38.1,33
1.1,2.1,2.2,3,3.5,3.5,47.2,38.1,45.4,42.7,38.1,33
1.2,2.2,2.3,3,3.5,3.6,47.2,38.1,45.4,42.6,38.1,33
1.3,2.4,2.4,3,3.5,3.5,47.2,38.1,45.4,42.6,38,33
1.4,2.6,2.5,3.1,3.5,4.1,47.2,38.1,45.4,42.6,38.1,33
1.5,3.1,2.7,3.1,3.5,5.3,47.2,38.1,45.5,42.6,38,32.9
1.6,3.5,2.9,3.2,3.5,5.6,47.2,38.1,45.6,42.6,38.1,33
1.7,3.6,3.2,3.4,3.5,5.7,47.2,38.1,45.4,42.6,38,32.9
1.8,3.6,3.2,3.5,3.5,5.2,47.2,38.1,45.6,42.6,38,33
1.9,3.6,3.3,3.5,3.6,4.7,47.2,38.1,45.9,42.6,37.9,32.9
2,3.4,3.3,3.6,3.6,4.2,47.2,38.2,46.1,42.6,38,33
2.1,3.2,3.2,3.6,3.6,3.2,47.2,38.2,46.1,42.6,38,33
2.2,2.9,3.1,3.6,3.6,2.8,47.2,38.2,46.3,42.6,38,33
2.3,2.8,3,3.6,3.7,3,47.2,38.3,46.3,42.6,38,33
2.4,2.8,2.9,3.5,3.7,4,47.2,38.3,46.4,42.6,37.9,32.9
2.5,3.5,3.1,3.5,3.7,6.3,47.2,38.3,46.4,42.6,38.1,33
2.6,4,3.4,3.6,3.7,6.7,47.2,38.3,46.3,42.6,38,33
2.7,4,3.6,3.7,3.7,5.6,47.2,38.3,46.4,42.6,37.9,32.9
2.8,4,3.6,3.8,3.7,6.5,47.2,38.3,46.4,42.6,38,33
2.9,4.2,3.7,3.8,3.7,7.7,47.2,38.3,46.3,42.6,38,32.9
3,4.3,3.8,3.9,3.7,6.7,47.2,38.4,46.3,42.6,38,32.9
3.1,3.9,3.8,4,3.8,4.6,47.2,39.2,46.6,42.9,38.3,33.2
3.2,3.6,3.7,4,3.8,4.3,47.2,39.5,46.7,43,38.4,33.3
3.3,3.5,3.5,4,3.8,4,47.2,39.5,46.8,43,38.4,33.3
3.4,3.5,3.5,3.9,3.9,4.5,47.2,39.4,46.8,43,38.4,33.3
3.5,3.9,3.6,3.9,3.9,5.4,47.2,39.3,46.8,43,38.4,33.3
3.6,4.2,3.7,4,3.9,5.1,47.3,39.3,46.8,43,38.3,33.2
3.7,4,3.8,4,3.9,3.4,47.3,39.2,46.8,43,38.3,33.2
3.8,3.7,3.7,4.1,3.9,3.3,47.3,39.2,46.8,43,38.3,33.2
3.9,3.6,3.6,4,3.9,3.4,47.3,39.1,46.8,42.9,38.3,33.2
4,3.7,3.6,4,3.9,4.7,47.3,39.1,46.7,42.9,38.3,33.2
4.1,3.9,3.7,4,3.9,5,47.3,39,46.8,42.9,38.3,33.2
4.2,3.9,3.7,4.1,4,4.6,47.3,39,46.7,42.9,38.2,33.1
4.3,3.9,3.7,4.1,4,4.6,47.3,38.9,46.8,42.8,38.2,33.1
4.4,4.1,3.8,4.1,4,4.6,47.3,39.1,46.8,42.9,38.3,33.2
4.5,4.2,3.9,4.1,4,4.5,47.3,39.4,46.7,43.1,38.4,33.3
4.6,4.4,4,4.2,4,4.5,47.3,39.5,46.8,43.1,38.4,33.3
4.7,4.1,4,4.2,4,3.2,47.3,39.4,46.8,43.1,38.4,33.3
4.8,3.4,3.7,4.2,4,1.6,47.3,39.4,46.9,43.1,38.4,33.3
4.9,3,3.4,4.1,4.1,1.8,47.3,39.3,46.9,43.1,38.4,33.3
5,2.8,3.3,4,4.1,1.8,47.3,39.2,46.9,43.1,38.4,33.3
5.1,2.6,3.1,3.9,4,1.6,47.3,39.2,46.8,43.1,38.4,33.3
5.2,2.4,3,3.8,4,1.5,47.3,39.1,46.8,43,38.4,33.2
5.3,2.5,2.9,3.7,4,2.6,47.3,39.1,46.8,43,38.3,33.2
5.4,2.9,2.9,3.6,4,4.5,47.3,39.1,46.8,43,38.4,33.2
5.5,3.4,3.1,3.7,3.9,4.3,47.3,39,46.9,43,38.4,33.2
5.6,3.7,3.3,3.8,3.9,5.2,47.3,39,46.7,43,38.4,33.2
5.7,3.8,3.5,3.8,3.9,5.3,47.3,38.9,46.8,42.9,38.2,33.1
5.8,3.8,3.6,3.9,3.9,6,47.3,38.9,46.8,42.9,38.3,33.2
5.9,4.1,3.7,3.9,3.9,6.5,47.3,38.9,46.8,42.9,38.3,33.2
6,4.3,3.8,4,3.9,5.9,47.3,39.2,47.4,43.3,38.6,33.4
6.1,4.5,4,4.1,3.9,6,47.4,41,48.3,44,39.2,33.9
6.2,4.6,4.1,4.2,3.9,6.2,47.6,40.8,47.9,43.9,39.1,33.8
6.3,4.5,4.1,4.2,4,6,47.6,40.3,47.4,43.7,39,33.7
6.4,4.5,4.1,4.3,4,6.4,47.5,40,47.2,43.6,38.8,33.6
6.5,4.6,4.2,4.3,4,8.2,47.5,39.9,47.1,43.5,38.8,33.6
6.6,5,4.3,4.4,4.1,9.5,47.5,39.7,47.1,43.5,38.8,33.5
6.7,5,4.5,4.5,4.1,8.7,47.5,39.6,47,43.5,38.7,33.5
6.8,5,4.5,4.5,4.1,7.2,47.4,39.5,47,43.4,38.7,33.5
6.9,4.9,4.5,4.6,4.2,7.4,47.4,39.4,46.9,43.4,38.6,33.4
7,5.1,4.6,4.6,4.2,7.8,47.4,39.4,46.9,43.4,38.6,33.4
7.1,5.3,4.7,4.7,4.2,8.1,47.4,39.5,46.9,43.4,38.6,33.4
7.2,5.5,4.8,4.7,4.2,8.3,47.4,39.9,46.9,43.4,38.7,33.5
7.3,5.7,4.9,4.8,4.3,8.6,47.4,40.1,46.9,43.4,38.6,33.5
7.4,5.9,5.1,4.9,4.3,9,47.4,40.1,46.9,43.4,38.7,33.5
7.5,5.9,5.2,5,4.4,8.6,47.4,40,46.8,43.4,38.5,33.4
7.6,5.9,5.2,5.1,4.4,9.1,47.4,39.9,46.8,43.4,38.6,33.4
7.7,5.7,5.2,5.1,4.4,8.3,47.4,39.9,46.8,43.3,38.6,33.4
7.8,5.3,5.1,5.1,4.5,6.8,47.4,39.7,46.8,43.3,38.7,33.5
7.9,5,4.9,5.1,4.5,5.6,47.4,39.6,46.7,43.3,38.6,33.4
8,4.8,4.8,5.1,4.6,5.3,47.4,39.5,46.7,43.3,38.6,33.4
8.1,4.7,4.7,5,4.6,5.8,47.4,39.4,46.7,43.2,38.5,33.4
8.2,5,4.7,5,4.6,7.1,47.4,39.3,46.7,43.2,38.5,33.4
8.3,5.2,4.8,5,4.6,7.2,47.4,39.5,46.7,43.2,38.5,33.3
8.4,5.3,4.9,5,4.6,7.7,47.4,39.6,46.7,43.2,38.6,33.4
8.5,5.7,5,5,4.6,9.1,47.4,39.5,46.7,43.3,38.5,33.4
8.6,6.1,5.2,5.1,4.6,9.2,47.4,39.5,46.7,43.2,38.5,33.4
8.7,6.1,5.4,5.2,4.6,8.7,47.4,39.6,46.7,43.3,38.5,33.3
8.8,5.8,5.4,5.3,4.7,6.3,47.4,40.7,47,43.9,39,33.8
8.9,5.6,5.3,5.4,4.7,6,47.5,40.7,47.1,43.7,38.9,33.7
9,5.2,5.2,5.4,4.7,3.9,47.6,41.4,47.5,44,39.2,33.9
9.1,4.6,4.9,5.3,4.8,2.9,47.7,41.1,47.5,43.9,39,33.8
9.2,4.2,4.6,5.1,4.8,2.3,47.6,40.6,47.3,43.8,39,33.7
9.3,3.8,4.3,5,4.8,2.1,47.6,40.3,47.2,43.7,38.9,33.7
9.4,3.6,4.1,4.8,4.8,2.2,47.6,40.2,47.1,43.6,38.9,33.7
9.5,3.9,4,4.7,4.7,3.8,47.6,40.1,47.1,43.6,38.8,33.6
9.6,4.1,4.1,4.7,4.7,4,47.5,40,47,43.5,38.8,33.6
9.7,4.1,4.2,4.7,4.7,3.4,47.5,40,47,43.5,38.9,33.6
9.8,3.9,4.1,4.7,4.7,3,47.5,40,46.9,43.5,38.8,33.5
9.9,3.5,3.9,4.6,4.6,1.6,47.5,39.9,46.8,43.5,38.8,33.5
10,3.2,3.7,4.5,4.6,1.3,47.5,39.8,46.8,43.5,38.8,33.5
10.1,3.1,3.6,4.4,4.6,1.4,47.5,39.6,46.8,43.4,38.7,33.5
10.2,3,3.5,4.3,4.6,0.9,47.5,39.4,46.8,43.4,38.7,33.5
10.3,2.8,3.3,4.2,4.5,0.9,47.4,40,46.8,43.4,38.6,33.4
10.4,2.8,3.2,4.1,4.5,1.4,47.4,40.2,46.8,43.3,38.7,33.5
10.5,3.2,3.3,4.1,4.4,2.4,47.4,40,46.7,43.3,38.6,33.4
10.6,3.5,3.5,4.1,4.4,3.5,47.4,39.8,46.7,43.3,38.6,33.4
10.7,3.5,3.5,4.1,4.4,3.7,47.4,39.7,46.6,43.3,38.6,33.5
10.8,3.5,3.5,4.1,4.3,3.1,47.4,39.9,46.8,43.8,39.1,33.8
10.9,3.1,3.5,4.1,4.3,1.7,47.4,40.5,47,43.9,39.1,33.8
11,2.7,3.3,4,4.3,0.4,47.4,40.4,47,43.8,39.1,33.8
11.1,2.5,3.1,3.9,4.3,0,47.4,40.3,46.8,43.8,39,33.7
11.2,2.4,3,3.8,4.2,0.2,47.4,40.4,46.8,43.7,39,33.7
11.3,2.2,2.8,3.7,4.2,0,47.4,40.3,46.8,43.6,39,33.7
11.4,2.2,2.7,3.7,4.2,0.2,47.4,40.1,46.8,43.6,38.9,33.7
11.5,2.2,2.7,3.6,4.1,1.3,47.4,40,46.8,43.6,38.9,33.6
11.6,2.2,2.6,3.6,4.1,1.7,47.4,40,46.8,43.5,38.9,33.6
11.7,2.1,2.6,3.5,4,0.6,47.4,39.8,46.8,43.5,38.8,33.6
11.8,2,2.5,3.4,4,-1.1,47.4,39.7,46.7,43.5,38.8,33.5
11.9,1.8,2.4,3.4,4,-1.7,47.4,39.4,46.7,43.5,38.8,33.5
12,1.6,2.3,3.3,4,-2,47.4,39.4,46.7,43.5,38.8,33.5
12.1,1.4,2.1,3.2,3.9,-2.2,47.4,39.7,46.6,43.4,38.8,33.5
12.2,1.3,2,3.1,3.9,-0.9,47.4,39.6,46.6,43.4,38.7,33.5
12.3,1.3,1.9,3,3.8,0.3,47.4,39.5,46.7,43.4,38.6,33.4
12.4,1.4,1.9,3,3.8,0.2,47.4,39.1,46.6,43.3,38.7,33.5
12.5,1.6,1.9,2.9,3.7,0.6,47.4,39,46.6,43.3,38.6,33.4
12.6,1.9,2,2.9,3.7,1.1,47.4,39,46.6,43.3,38.6,33.4
12.7,2.2,2.2,2.9,3.6,1.4,47.4,39,46.6,43.2,38.5,33.3
12.8,2.2,2.3,3,3.6,1.3,47.4,39,46.6,43.2,38.6,33.4
12.9,2.2,2.4,3,3.6,1.2,47.4,39,46.7,43.2,38.5,33.3
13,2.3,2.4,3.1,3.6,1.2,47.4,39,46.7,43.2,38.5,33.3
13.1,2.1,2.4,3.1,3.5,0.5,47.4,39,46.8,43.2,38.5,33.3
13.2,2,2.3,3.1,3.5,0,47.4,38.9,46.8,43.2,38.6,33.4
13.3,1.9,2.3,3,3.5,-0.5,47.4,39,46.9,43.2,38.5,33.3
13.4,2,2.2,3,3.5,-0.2,47.4,39,47,43.1,38.5,33.4
13.5,2.5,2.3,3,3.5,1.3,47.4,38.4,47,43.1,38.5,33.3
13.6,2.8,2.6,3,3.5,1.8,47.4,38.4,47,43.1,38.5,33.3
13.7,2.8,2.7,3.2,3.5,1.6,47.4,38.4,46.9,43.1,38.5,33.3
13.8,2.6,2.7,3.2,3.5,0.9,47.4,38.4,46.9,43.1,38.5,33.3
13.9,2.5,2.6,3.2,3.5,0.4,47.4,38.8,46.9,43.1,38.4,33.3
14,2.4,2.6,3.2,3.5,0.2,47.4,38.7,46.8,43.1,38.5,33.3
14.1,2.3,2.5,3.2,3.5,0.1,47.4,38.8,46.8,43.1,38.5,33.3
14.2,2.3,2.5,3.2,3.5,0.8,47.4,38.9,46.8,43.1,38.4,33.3
14.3,2.3,2.5,3.2,3.5,1.2,47.4,38.8,46.8,43.1,38.5,33.3
14.4,2.5,2.5,3.1,3.5,1.5,47.4,38.7,46.9,43.1,38.5,33.3
14.5,2.6,2.6,3.1,3.5,1.7,47.4,38.7,46.9,43.1,38.5,33.3
14.6,2.7,2.7,3.2,3.5,1.6,47.4,38.6,46.9,43.1,38.5,33.3
14.7,2.4,2.6,3.2,3.5,1.1,47.4,38.5,46.9,43.1,38.4,33.2
14.8,2.2,2.5,3.2,3.5,0.8,47.4,38.6,46.9,43.1,38.4,33.3
14.9,2.2,2.4,3.1,3.5,1.8,47.4,38.6,47,43.1,38.4,33.2
15,2.3,2.4,3.1,3.5,2,47.4,38.6,47,43.1,38.4,33.2
15.1,2.3,2.5,3.1,3.4,1.8,47.4,38.6,47.1,43.1,38.4,33.3
15.2,2.4,2.5,3.1,3.4,1.7,47.4,38.6,47,43.1,38.4,33.3
15.3,2.5,2.5,3.1,3.4,2,47.4,38.6,47.1,43,38.3,33.2
15.4,2.7,2.6,3.1,3.4,2.7,47.4,38.6,47.1,43,38.4,33.3
15.5,3.2,2.8,3.2,3.4,3.9,47.4,38.8,47.1,43,38.3,33.2
15.6,3.6,3,3.3,3.4,4.7,47.4,38.7,47.1,43,38.4,33.3
15.7,3.5,3.2,3.4,3.4,4.5,47.4,38.8,47.1,43,38.4,33.2
15.8,3.3,3.2,3.5,3.4,4.1,47.4,38.8,47,43,38.4,33.3
15.9,3.4,3.2,3.5,3.5,4.4,47.4,38.9,47,43,38.4,33.3
16,3.6,3.2,3.5,3.5,4.8,47.4,39,47,43,38.4,33.2
16.1,3.7,3.3,3.6,3.5,4.7,47.4,39,47,43.1,38.3,33.2
16.2,3.5,3.3,3.6,3.5,4.2,47.4,39,47,43.1,38.4,33.3
16.3,3.6,3.3,3.7,3.6,4.5,47.4,38.9,47,43.1,38.4,33.3
16.4,3.7,3.4,3.7,3.6,5,47.4,38.9,46.9,43.1,38.3,33.2
16.5,4,3.5,3.7,3.6,5.6,47.4,38.9,46.9,43.1,38.4,33.3
16.6,4.1,3.6,3.8,3.6,5.7,47.4,38.9,46.9,43.1,38.4,33.2
16.7,3.9,3.7,3.8,3.6,4.7,47.4,39.2,46.9,43.1,38.4,33.2
16.8,3.3,3.5,3.9,3.7,2.5,47.4,39.1,46.8,43,38.3,33.2
16.9,2.9,3.3,3.9,3.7,1.8,47.4,39.1,46.8,43.1,38.4,33.3
17,2.7,3.1,3.7,3.7,1.2,47.3,39,46.9,43.1,38.3,33.2
17.1,2.4,2.9,3.6,3.7,0.8,47.3,39.1,46.9,43.1,38.4,33.2
17.2,2.3,2.8,3.6,3.7,0.7,47.3,39,46.9,43,38.5,33.3
17.3,2.1,2.6,3.5,3.7,0.3,47.3,39,46.9,43,38.4,33.2
17.4,2.3,2.6,3.4,3.7,0.5,47.3,39.1,46.9,43,38.5,33.3
17.5,2.8,2.7,3.4,3.7,2.4,47.3,39.1,47,43,38.4,33.2
17.6,3.1,2.9,3.4,3.6,2.6,47.3,39.1,47,43,38.4,33.2
17.7,2.9,3,3.5,3.6,1.1,47.3,39.3,47,43,38.3,33.2
17.8,2.6,2.8,3.4,3.6,1.1,47.3,39.1,47,42.9,38.3,33.2
17.9,2.4,2.7,3.4,3.6,-0.3,47.3,39.4,46.9,42.9,38.3,33.2
18,2.2,2.6,3.3,3.6,-0.3,47.3,39.8,46.9,42.9,38.3,33.1
18.1,2.1,2.5,3.3,3.6,-0.3,47.3,39.9,46.9,42.9,38.3,33.1
18.2,2,2.5,3.2,3.6,-0.5,47.3,39.9,46.9,42.9,38.2,33
18.3,2,2.4,3.2,3.5,0.2,47.3,39.8,46.9,42.9,38.3,33.1
18.4,2.2,2.4,3.1,3.5,0.9,47.3,40.4,47,43,38.4,33.2
18.5,2.4,2.5,3.1,3.5,1.8,47.3,41.2,47.1,43.3,38.6,33.4
18.6,2.7,2.6,3.1,3.5,2.2,47.3,41.5,47.1,43.5,38.8,33.6
18.7,2.7,2.7,3.2,3.5,1.6,47.3,41.7,47.2,43.7,39,33.7
18.8,2.6,2.7,3.2,3.5,0.7,47.3,41.7,47.3,43.8,39.1,33.8
18.9,2.4,2.6,3.2,3.5,0.1,47.4,41.8,47.4,43.9,39.1,33.8
19,2.2,2.5,3.2,3.4,-0.3,47.4,41.7,47.4,43.9,39.1,33.8
19.1,2,2.5,3.2,3.4,-0.8,47.5,41.6,47.4,43.9,39.2,33.9
19.2,1.9,2.3,3.1,3.4,-1.3,47.5,41.4,47.4,43.9,39.1,33.8
19.3,1.7,2.2,3,3.4,-1.7,47.5,41.2,47.4,43.8,39.1,33.8
19.4,1.6,2.1,2.9,3.4,-1.9,47.5,41,47.4,43.8,39,33.7
19.5,1.6,2.1,2.9,3.4,-2.1,47.5,41,47.4,43.7,39,33.7
19.6,1.5,2,2.8,3.4,-2.2,47.5,40.9,47.4,43.7,38.9,33.6
19.7,1.4,2,2.8,3.3,-2.4,47.5,40.7,47.3,43.7,38.9,33.7
19.8,1.3,1.9,2.7,3.3,-2.5,47.5,40.5,47.2,43.6,38.9,33.6
19.9,1.2,1.8,2.7,3.3,-2.5,47.5,40.5,47.2,43.6,38.9,33.6
20,1.2,1.7,2.6,3.3,-2.5,47.4,40.3,47.2,43.6,38.9,33.6
20.1,1.1,1.7,2.6,3.2,-2.6,47.4,40.3,47.1,43.6,38.8,33.5
20.2,1.1,1.6,2.5,3.2,-2.6,47.4,40.2,47.1,43.5,38.8,33.6
20.3,1.1,1.6,2.5,3.2,-2.6,47.4,40.1,47.1,43.5,38.8,33.6
20.4,1.1,1.6,2.5,3.1,-1.9,47.4,40,47.1,43.5,38.8,33.6
20.5,1.1,1.6,2.4,3.1,-1.4,47.4,40.1,47.1,43.5,38.7,33.5
20.6,1.2,1.6,2.4,3.1,-1.1,47.4,39.9,47,43.5,38.7,33.5
20.7,1.2,1.6,2.4,3,-0.9,47.4,39.9,47,43.4,38.7,33.5
20.8,1.2,1.6,2.4,3,-0.8,47.4,39.8,47,43.4,38.7,33.5
20.9,1.3,1.6,2.4,3,-0.8,47.4,39.2,46.9,43.4,38.7,33.5
21,1.3,1.6,2.4,3,-0.7,47.4,39.3,46.8,43.4,38.7,33.4
21.1,1.3,1.6,2.4,3,-0.6,47.4,39.1,46.8,43.3,38.6,33.4
21.2,1.3,1.6,2.4,3,-0.8,47.4,39.2,46.9,43.3,38.7,33.5
21.3,1.3,1.6,2.4,2.9,-1.6,47.4,39.2,46.9,43.3,38.7,33.5
21.4,1.3,1.6,2.3,2.9,-1.9,47.4,39.2,46.8,43.3,38.6,33.4
21.5,1.3,1.6,2.3,2.9,-2.1,47.4,39.2,46.8,43.2,38.6,33.4
21.6,1.3,1.6,2.3,2.9,-2.3,47.4,39.2,46.8,43.2,38.6,33.4
21.7,1.2,1.6,2.3,2.9,-2.5,47.4,39.3,46.8,43.2,38.6,33.4
21.8,1.1,1.5,2.3,2.9,-2.7,47.4,39.1,46.7,43.2,38.5,33.3
21.9,1,1.5,2.3,2.9,-3.2,47.4,39.1,46.7,43.2,38.6,33.4
22,0.9,1.4,2.2,2.9,-3.7,47.4,39.1,46.7,43.2,38.5,33.3
22.1,0.9,1.4,2.2,2.8,-4,47.4,39.1,46.7,43.2,38.6,33.4
22.2,0.7,1.3,2.2,2.8,-4.6,47.4,39.1,46.7,43.2,38.5,33.3
22.3,0.6,1.2,2.1,2.8,-5,47.4,39,46.7,43.2,38.5,33.3
22.4,0.6,1.1,2,2.8,-4.9,47.4,39.1,46.7,43.2,38.6,33.3
22.5,0.6,1.1,2,2.8,-4.5,47.4,38.9,46.7,43.2,38.5,33.3
22.6,0.5,1,2,2.7,-4.1,47.4,38.9,46.7,43.2,38.5,33.3
22.7,0.5,1,1.9,2.7,-4,47.4,38.9,46.7,43.2,38.5,33.3
22.8,0.5,1,1.9,2.7,-4,47.4,38.9,46.7,43.2,38.5,33.3
22.9,0.5,1,1.9,2.7,-3.9,47.4,38.8,46.7,43.2,38.5,33.3
23,0.5,1,1.8,2.6,-3.9,47.4,38.9,46.7,43.2,38.6,33.4
23.1,0.5,1,1.8,2.6,-3.9,47.4,39.4,46.7,43.2,38.5,33.3
23.2,0.5,1,1.8,2.6,-3.8,47.4,38.7,46.7,43.2,38.5,33.3
23.3,0.6,1,1.8,2.6,-3.7,47.4,38.8,46.7,43.1,38.5,33.3
23.4,0.6,1,1.8,2.5,-3.7,47.4,39,46.8,43.1,38.4,33.3
23.5,0.6,1,1.8,2.5,-4.1,47.4,38.8,46.7,43.1,38.5,33.3
23.6,0.6,1,1.8,2.5,-4.5,47.4,38.5,46.7,43.1,38.5,33.3
23.7,0.6,1,1.8,2.5,-5.4,47.4,38.4,46.7,43.1,38.4,33.3
23.8,0.6,1,1.8,2.5,-6.3,47.4,38.4,46.7,43.1,38.4,33.2
23.9,0.6,1,1.8,2.5,-6.7,47.3,38.4,46.7,43.1,38.4,33.2
24,0.6,0.9,1.8,2.5,-6.8,47.3,38.4,46.7,43.1,38.4,33.2
24.1,0.6,0.9,1.8,2.4,-7.1,47.3,38.4,46.7,43.1,38.4,33.2
24.2,0.6,0.9,1.7,2.4,-7.7,47.3,38.4,46.6,43.1,38.3,33.1
24.3,0.5,0.9,1.7,2.4,-8.3,47.3,38.6,46.6,43.1,38.3,33.2
24.4,0.5,0.8,1.7,2.4,-8.7,47.3,39,46.6,43,38.4,33.2
24.5,0.5,0.8,1.7,2.4,-8.8,47.3,38.9,46.6,43,38.4,33.2
24.6,0.4,0.8,1.7,2.4,-8.5,47.3,38.6,46.6,43,38.4,33.2
24.7,0.4,0.8,1.6,2.4,-8.7,47.3,38.6,46.4,43,38.4,33.2
24.8,0.4,0.7,1.6,2.4,-9.3,47.3,38.5,46.3,43,38.3,33.1
24.9,0.3,0.7,1.6,2.4,-10,47.3,38.4,46.4,43,38.3,33.1
25,0.3,0.7,1.6,2.3,-10,47.3,38.5,46.4,43,38.3,33.1
25.1,0.3,0.6,1.5,2.3,-10,47.3,38.6,46.5,43,38.4,33.1
25.2,0.3,0.6,1.5,2.3,-9.7,47.3,38.5,46.7,43,38.3,33.1
25.3,0.3,0.6,1.5,2.3,-9.6,47.3,38.2,46.7,43,38.3,33.1
25.4,0.3,0.7,1.5,2.3,-9.7,47.3,38,46.6,43,38.3,33.1
25.5,0.3,0.7,1.5,2.3,-9.2,47.3,37.9,46.6,43,38.2,33.1
25.6,0.3,0.7,1.5,2.2,-8.5,47.3,37.9,46.6,42.9,38.3,33.1
25.7,0.4,0.7,1.5,2.2,-8,47.3,37.9,46.6,42.9,38.2,33.1
25.8,0.4,0.7,1.5,2.2,-8.5,47.3,38.1,46.6,42.9,38.3,33.1
25.9,0.4,0.7,1.5,2.2,-8.8,47.3,38,46.5,42.9,38.3,33.1
26,0.4,0.7,1.5,2.2,-7.6,47.3,38,46.5,42.9,38.2,33.1
26.1,0.4,0.7,1.5,2.2,-4.1,47.3,38,46.5,42.9,38.2,33.1
26.2,0.4,0.7,1.5,2.2,-1,47.3,37.9,46.5,42.9,38.3,33.1
26.3,0.4,0.7,1.5,2.2,-0.5,47.3,37.9,46.5,42.9,38.2,33.1
26.4,0.5,0.8,1.5,2.2,-0.3,47.3,37.9,46.5,42.9,38.3,33.2
26.5,0.5,0.8,1.5,2.2,-0.1,47.3,37.9,46.6,42.8,38.3,33.2
26.6,0.5,0.8,1.5,2.1,0.2,47.3,37.9,46.7,42.8,38.3,33.2
26.7,0.5,0.8,1.5,2.1,-0.2,47.3,37.9,46.8,42.8,38.3,33.1
26.8,0.5,0.8,1.6,2.1,-1,47.3,37.9,46.8,42.8,38.2,33.1
26.9,0.6,0.8,1.6,2.1,-1.2,47.3,37.9,46.9,42.8,38.2,33.1
27,0.6,0.9,1.6,2.1,-0.8,47.3,37.9,46.9,42.8,38.2,33.1
27.1,0.6,0.9,1.6,2.1,-0.5,47.3,38,47,42.8,38.2,33.1
27.2,0.6,0.9,1.6,2.1,-0.6,47.3,38.4,47,42.8,38.2,33.1
27.3,0.7,0.9,1.6,2.1,-0.7,47.3,39.1,47,42.9,38.2,33.1
27.4,0.7,0.9,1.6,2.1,-1,47.3,39.8,47.1,42.9,38.3,33.2
27.5,0.7,0.9,1.6,2.1,-0.1,47.3,40.1,47.1,42.9,38.3,33.1
27.6,0.7,1,1.6,2.1,0.3,47.3,40.3,47.2,42.9,38.3,33.1
27.7,0.8,1,1.6,2.1,-0.8,47.3,40.4,47.2,43,38.3,33.1
27.8,0.8,1,1.6,2.1,-2,47.3,40.5,47.3,43,38.4,33.2
27.9,0.8,1,1.7,2.1,-2.9,47.3,40.5,47.3,43,38.4,33.3
28,0.8,1,1.6,2.1,-3.9,47.3,40.5,47.4,43.1,38.4,33.2
28.1,0.8,1,1.7,2.1,-3.7,47.3,40.5,47.5,43.1,38.4,33.2
28.2,0.8,1,1.7,2.1,-4.2,47.3,40.4,47.6,43.1,38.4,33.2
28.3,0.8,1,1.7,2.1,-5.5,47.3,40.4,47.6,43.1,38.5,33.3
28.4,0.8,1,1.7,2.1,-6.2,47.3,40.3,47.6,43.1,38.5,33.3
28.5,0.8,1,1.7,2.1,-6.4,47.3,40.2,47.6,43.1,38.5,33.3
28.6,0.7,1,1.7,2.1,-6.3,47.3,40.1,47.7,43.1,38.5,33.3
28.7,0.7,1,1.7,2.1,-6.2,47.3,40,47.5,43.1,38.5,33.3
28.8,0.6,1,1.6,2.1,-6.3,47.3,39.9,47.4,43.1,38.4,33.2
28.9,0.6,0.9,1.6,2.1,-6.3,47.3,39.8,47.4,43.1,38.4,33.2
29,0.5,0.9,1.6,2.1,-6.1,47.3,39.7,47.5,43.1,38.5,33.3
29.1,0.5,0.9,1.6,2.1,-5.9,47.3,39.7,47.4,43.1,38.5,33.3
29.2,0.5,0.9,1.6,2.1,-5.5,47.3,39.6,47.6,43.1,38.5,33.3
29.3,0.4,0.8,1.6,2.1,-5.4,47.3,39.5,47.5,43.1,38.5,33.3
29.4,0.4,0.8,1.5,2.1,-5.1,47.3,39.5,47.5,43.1,38.5,33.3
29.5,0.4,0.8,1.5,2.1,-4.1,47.3,39.4,47.5,43.1,38.5,33.3
29.6,0.4,0.8,1.5,2.1,-3.3,47.3,39.3,47.4,43.1,38.4,33.3
29.7,0.4,0.8,1.5,2,-3.8,47.3,39.3,47.4,43.1,38.5,33.3
29.8,0.4,0.8,1.5,2,-4.8,47.3,39.3,47.4,43.1,38.5,33.3
29.9,0.4,0.8,1.5,2,-5.4,47.3,39.2,47.4,43.1,38.5,33.3
30,0.3,0.7,1.5,2,-5.5,47.3,39.1,47.3,43.1,38.4,33.2
30.1,0.3,0.7,1.5,2,-5.7,47.3,39.1,47.3,43.1,38.4,33.2
