D_0,E_K,E_V,f_CA_bf,f_CA_mz,f_CD,f_CE,f_CM,f_ep,f_gr_ref,f_mr,K_D_ref,K_U_ref,psi_Rth,r_ed_ref,r_md_ref,V_D_ref,V_U_ref
0.4,85,95,0.3,0.3,0.001,5.00E-05,0.005,0.2,0.8,0.9,5.00E+05,10,17000,0.001,0.001,15,15
