par,value
D_0,5.140146271
E_K,68.10856121
E_d,91.57966394
E_V,87.85510764
f_CD_bf,0.009835234
f_CD_mz,0.000136668
f_CE_bf,0.002362874
f_CE_mz,0.00654291
f_CM_bf,0.009755612
f_CM_mz,0.009344359
f_ep,0.002807517
f_gr_ref,0.847650213
f_mr,0.14263416
K_D_ref,170514.9962
K_U_ref,15.59273925
psi_Rth,15097.51928
r_ed_ref,0.000137764
r_md_ref,0.00019207
V_D_mz,0.171589146
V_D_bf,0.593999602
V_U_ref,2.167565493
