par,value
D_0,6.615806309
E_K,48.71825284
E_d,100.3409661
E_V,98.98314064
f_CD_bf,0.006265082
f_CD_mz,0.000264578
f_CE_bf,0.004644428
f_CE_mz,0.006056139
f_CM_bf,0.003143487
f_CM_mz,0.003253911
f_ep,0.001771565
f_gr_ref,0.845084767
f_mr,0.137316773
K_D_ref,154947.151
K_U_ref,11.77892436
psi_Rth,16707.73608
r_ed_ref,0.000358583
r_md_ref,0.000314955
V_D_mz,0.149770018
V_D_bf,0.326390027
V_U_ref,1.542770454
